1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,black
1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,F,1,,1,Blue
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,Green
1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,Cyan
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,Red
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,Magenta
1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,,6,Brown
1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,1,1,F,1,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,1,,7,Light gray
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8,Dark grey
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9,light blue
